Age,Annual_Income,Credit_Score,Years_at_Job,Existing_Loans,DTI_Ratio,Prediction,Risk_Probability,Default_status
18,53262,421,4,0,0.22,No Default,0.192601911,0
41,42699,598,3,2,0.18,No Default,0.188970411,0
71,33576,680,35,2,0.29,No Default,0.236865877,0
24,95027,800,15,2,0.54,No Default,0.207944989,0
42,78387,596,24,2,0.15,No Default,0.12750222,0
38,86512,661,13,0,0.37,No Default,0.09108514,0
32,50592,762,10,1,0.14,No Default,0.044522271,0
18,68037,737,28,4,0.34,No Default,0.338476219,0
29,48241,426,33,4,0.16,Default,0.584879927,1
24,41620,496,21,4,0.14,No Default,0.477132517,0
32,137796,520,13,1,0.2,No Default,0.081598938,0
38,63624,390,23,2,0.23,No Default,0.43022273,0
36,77166,710,38,2,0.24,No Default,0.112577115,0
46,90932,307,25,3,0.42,Default,0.786784037,1
42,64024,843,35,4,0.13,No Default,0.100799481,0
50,67529,767,38,4,0.14,No Default,0.147577935,0
66,34776,619,15,2,0.19,No Default,0.200117234,0
49,38251,693,37,4,0.54,Default,0.708582056,1
66,37275,568,31,2,0.41,No Default,0.490271538,0
52,81042,490,5,2,0.47,Default,0.536251696,1
61,62034,360,33,2,0.29,Default,0.558163983,1
55,38253,737,7,0,0.21,No Default,0.050634968,0
43,80021,563,29,0,0.12,No Default,0.055195499,0
28,78568,394,26,0,0.34,No Default,0.285692026,0
52,42298,769,6,0,0.39,No Default,0.089710457,0
25,59046,813,26,1,0.55,No Default,0.189781798,0
63,78713,493,24,3,0.54,Default,0.738021827,1
31,38980,781,14,3,0.31,No Default,0.219947719,0
27,79468,635,24,2,0.31,No Default,0.200299839,0
19,69599,734,21,4,0.18,No Default,0.186460547,0
63,36330,495,17,0,0.23,No Default,0.178428569,0
26,66829,548,11,3,0.56,Default,0.7097511,1
20,71885,797,22,3,0.17,No Default,0.085246964,0
38,43782,511,38,0,0.58,Default,0.505074011,1
43,45540,765,24,1,0.35,No Default,0.118533439,0
25,36162,520,9,1,0.33,No Default,0.322816902,0
65,47834,572,29,3,0.19,No Default,0.320516571,0
19,59513,453,9,1,0.43,No Default,0.463190985,0
23,45603,548,33,0,0.33,No Default,0.191882388,0
45,28497,578,12,3,0.29,No Default,0.462110499,0
70,42434,739,28,0,0.23,No Default,0.055876126,0
46,48598,575,37,1,0.13,No Default,0.113245702,0
43,90076,813,8,0,0.36,No Default,0.040220496,0
42,80610,387,12,1,0.26,No Default,0.308460558,0
29,90954,804,36,1,0.45,No Default,0.099871549,0
22,41377,540,13,0,0.46,No Default,0.318658167,0
51,64265,535,36,1,0.27,No Default,0.210119398,0
65,17827,427,8,2,0.43,Default,0.725558503,1
54,74195,802,7,0,0.23,No Default,0.027206654,0
32,81263,499,38,2,0.46,Default,0.521910882,1
61,50220,842,39,0,0.11,No Default,0.016952791,0
53,69405,801,2,1,0.18,No Default,0.036424136,0
32,28072,791,39,1,0.22,No Default,0.070623206,0
60,40113,320,32,3,0.49,Default,0.894682188,1
65,87791,533,31,3,0.13,No Default,0.223026735,0
40,77313,715,6,2,0.19,No Default,0.083644668,0
23,48731,447,18,1,0.28,No Default,0.333331495,0
63,89830,328,33,3,0.1,No Default,0.422463143,0
67,64160,660,13,1,0.48,No Default,0.268732136,0
61,46531,607,18,0,0.38,No Default,0.181375798,0
60,54643,461,25,3,0.55,Default,0.818619211,1
62,47681,360,16,2,0.12,No Default,0.384750458,0
38,33127,424,27,3,0.24,Default,0.600636562,1
40,112234,755,18,1,0.47,No Default,0.110638011,0
60,45070,370,26,4,0.44,Default,0.88668172,1
72,39490,765,18,4,0.22,No Default,0.254495788,0
33,27870,542,32,1,0.4,No Default,0.407072438,0
64,16026,789,6,0,0.5,No Default,0.167774866,0
70,85029,520,28,3,0.12,No Default,0.23181464,0
32,89036,772,4,4,0.46,No Default,0.369717076,0
42,108718,832,29,0,0.23,No Default,0.016647496,0
53,55574,793,7,1,0.57,No Default,0.228698654,0
28,50970,381,11,0,0.37,No Default,0.392221467,0
68,46450,821,12,1,0.12,No Default,0.032308513,0
32,48616,311,25,3,0.3,Default,0.755628964,1
21,104809,562,17,0,0.58,No Default,0.278199325,0
38,59085,748,19,3,0.47,No Default,0.377569692,0
30,72332,491,15,0,0.25,No Default,0.138527095,0
39,48001,413,36,1,0.39,Default,0.517344579,1
36,115893,325,2,1,0.4,No Default,0.452357632,0
51,23100,798,26,0,0.11,No Default,0.027426059,0
31,32524,807,14,1,0.19,No Default,0.054007562,0
21,72392,844,33,2,0.38,No Default,0.110948158,0
65,143674,361,21,2,0.3,No Default,0.356923551,0
70,53500,528,39,3,0.2,No Default,0.378539929,0
69,39293,334,22,2,0.49,Default,0.82778914,1
63,98748,755,3,2,0.34,No Default,0.110628912,0
44,70393,801,22,4,0.25,No Default,0.186872943,0
46,114131,324,8,4,0.18,Default,0.566166332,1
64,31408,331,23,4,0.41,Default,0.905762535,1
45,109736,311,20,4,0.43,Default,0.834493187,1
52,27605,618,15,1,0.43,No Default,0.345895481,0
25,51839,300,24,3,0.21,Default,0.669785176,1
33,73599,734,25,3,0.4,No Default,0.285810348,0
59,65710,435,8,2,0.55,Default,0.731682095,1
53,101752,495,14,3,0.28,No Default,0.376563358,0
47,24020,432,38,2,0.21,No Default,0.462752534,0
35,64247,385,32,3,0.49,Default,0.81874378,1
19,109078,775,0,0,0.19,No Default,0.017061209,0
66,61675,623,4,0,0.23,No Default,0.075765364,0
30,33820,479,8,3,0.15,No Default,0.406314793,0
21,99087,815,5,1,0.23,No Default,0.030650692,0
43,43297,474,27,2,0.31,No Default,0.470693373,0
42,39649,320,25,3,0.13,Default,0.58980534,1
47,37232,404,27,2,0.54,Default,0.808922065,1
28,54211,742,39,4,0.36,No Default,0.393549813,0
24,65613,348,14,3,0.39,Default,0.761039045,1
48,31743,827,5,1,0.29,No Default,0.074662733,0
61,35178,444,26,4,0.43,Default,0.847587311,1
27,42309,639,37,3,0.32,No Default,0.390193541,0
56,37142,653,3,0,0.48,No Default,0.230547543,0
30,60984,374,10,3,0.51,Default,0.838835944,1
48,71726,618,20,0,0.44,No Default,0.175108359,0
24,66965,386,29,0,0.35,No Default,0.33461784,0
73,67014,341,17,3,0.49,Default,0.849381796,1
66,138067,392,34,3,0.35,Default,0.514123033,1
59,74001,806,2,0,0.16,No Default,0.018953656,0
59,88608,828,11,2,0.16,No Default,0.039182693,0
73,48663,564,26,4,0.57,Default,0.835324711,1
53,95990,591,29,1,0.21,No Default,0.094517026,0
37,47516,763,20,3,0.51,No Default,0.433190516,0
21,73550,396,37,4,0.22,Default,0.631140674,1
71,30161,394,20,4,0.32,Default,0.817869186,1
24,65063,625,37,2,0.43,No Default,0.361845327,0
71,36765,373,39,4,0.18,Default,0.71150984,1
18,95608,635,14,3,0.47,No Default,0.422302598,0
61,92775,367,17,4,0.44,Default,0.825779962,1
73,47414,376,28,3,0.37,Default,0.765947653,1
62,166839,507,37,3,0.38,No Default,0.331919604,0
59,51899,520,20,0,0.15,No Default,0.098738611,0
64,26741,561,16,2,0.32,No Default,0.411456149,0
30,40556,709,17,1,0.14,No Default,0.062871741,0
72,35522,630,36,0,0.25,No Default,0.109271426,0
39,72388,643,37,1,0.55,No Default,0.34745523,0
71,32283,373,11,3,0.39,Default,0.805633769,1
38,45724,553,10,0,0.47,No Default,0.307003811,0
39,70071,631,19,4,0.39,Default,0.528201349,1
45,64172,697,8,4,0.2,No Default,0.24670218,0
26,59496,644,0,1,0.4,No Default,0.209605,0
43,63767,754,2,3,0.48,No Default,0.364060334,0
26,49749,414,20,1,0.17,No Default,0.255700047,0
32,26852,612,22,2,0.51,Default,0.565499997,1
27,49098,527,8,4,0.38,Default,0.691410505,1
41,75687,544,18,0,0.1,No Default,0.056633458,0
74,55911,825,18,0,0.36,No Default,0.056610896,0
59,72819,827,22,0,0.3,No Default,0.035037806,0
25,44649,726,26,4,0.25,No Default,0.307384227,0
41,98436,341,26,3,0.49,Default,0.799099229,1
33,16677,764,38,4,0.55,Default,0.682591537,1
66,64261,577,35,4,0.48,Default,0.723673596,1
43,117528,318,11,0,0.52,No Default,0.486188942,0
44,126607,365,26,4,0.55,Default,0.851284017,1
54,53321,466,33,0,0.56,Default,0.51832297,1
21,30850,702,32,3,0.16,No Default,0.188271184,0
67,118567,708,27,2,0.33,No Default,0.115398528,0
41,58341,411,30,0,0.1,No Default,0.125886074,0
36,55299,573,31,1,0.35,No Default,0.254855672,0
53,38314,706,19,2,0.56,No Default,0.474883149,0
56,32050,672,39,3,0.2,No Default,0.256399864,0
27,79374,338,34,2,0.42,Default,0.682117887,1
42,83695,404,30,0,0.42,No Default,0.35393013,0
35,66222,623,30,3,0.18,No Default,0.214372015,0
36,40862,713,37,1,0.22,No Default,0.091788124,0
53,35154,728,21,0,0.33,No Default,0.092535725,0
27,29257,360,8,0,0.19,No Default,0.272526165,0
50,45239,606,8,3,0.39,Default,0.5,1
72,36209,653,14,3,0.34,No Default,0.411961302,0
67,25472,692,12,2,0.36,No Default,0.297486774,0
22,82923,503,21,1,0.17,No Default,0.130545212,0
64,30960,557,15,2,0.36,No Default,0.452658841,0
66,97925,785,31,2,0.12,No Default,0.038651219,0
52,72913,816,1,0,0.54,No Default,0.102311649,0
61,69367,745,25,3,0.27,No Default,0.178097555,0
51,137675,479,13,0,0.53,No Default,0.255695028,0
50,31479,641,37,1,0.45,No Default,0.340340239,0
72,92677,432,33,2,0.48,Default,0.614688209,1
38,51594,742,7,1,0.26,No Default,0.081485612,0
34,216540,552,35,3,0.21,No Default,0.087984301,0
39,49493,564,20,3,0.3,No Default,0.440502881,0
65,45653,392,27,4,0.11,Default,0.584011427,1
54,74070,710,5,1,0.56,No Default,0.265912126,0
32,53935,437,19,0,0.29,No Default,0.242169777,0
52,40977,507,30,1,0.59,Default,0.648548455,1
45,36859,606,32,2,0.48,Default,0.519775315,1
24,124132,565,6,3,0.14,No Default,0.136089912,0
49,33465,617,7,3,0.43,Default,0.565076582,1
28,66939,412,8,1,0.24,No Default,0.285112403,0
27,101528,677,1,1,0.22,No Default,0.058953054,0
26,104010,753,16,1,0.23,No Default,0.041572589,0
31,44319,490,36,2,0.56,Default,0.731722809,1
30,54009,739,16,2,0.35,No Default,0.183364716,0
74,49016,486,37,0,0.43,No Default,0.358836092,0
42,27791,666,34,1,0.24,No Default,0.141270198,0
19,78335,388,38,0,0.36,No Default,0.316146389,0
52,61037,486,29,4,0.28,Default,0.620989874,1
24,123043,431,5,2,0.26,No Default,0.263113293,0
38,39671,675,3,3,0.22,No Default,0.239603218,0
35,103192,398,36,4,0.3,Default,0.64743974,1
20,106896,333,34,3,0.43,Default,0.737890542,1
59,61300,470,8,4,0.21,Default,0.5489772,1
71,20222,665,5,0,0.58,No Default,0.3595563,0
56,46337,358,12,0,0.16,No Default,0.221925679,0
58,146229,480,21,2,0.34,No Default,0.254095031,0
66,69461,318,27,3,0.14,Default,0.534777736,1
28,84685,525,29,4,0.11,No Default,0.304983811,0
56,57263,772,35,1,0.56,No Default,0.247695029,0
41,53545,394,1,1,0.51,Default,0.652369017,1
63,23536,596,35,2,0.45,Default,0.538279542,1
36,89087,474,7,3,0.53,Default,0.714235645,1
21,102728,521,8,1,0.5,No Default,0.350998157,0
43,37218,353,0,2,0.42,Default,0.745840413,1
55,54752,702,12,2,0.52,No Default,0.388602425,0
59,51181,617,14,3,0.3,No Default,0.371889659,0
49,73871,648,31,1,0.38,No Default,0.181047016,0
56,45607,742,33,1,0.49,No Default,0.236573051,0
62,95384,839,30,1,0.14,No Default,0.01997515,0
63,62047,581,13,0,0.53,No Default,0.307990502,0
53,16735,659,13,1,0.18,No Default,0.122270398,0
57,74709,307,28,4,0.53,Default,0.925683362,1
54,98535,790,18,0,0.26,No Default,0.026579729,0
50,33656,640,26,0,0.26,No Default,0.106341629,0
53,73450,771,8,0,0.14,No Default,0.020966818,0
20,149489,548,36,0,0.54,No Default,0.181753938,0
26,63324,534,36,2,0.19,No Default,0.225566298,0
25,105959,382,27,4,0.42,Default,0.771721969,1
50,47998,392,23,3,0.42,Default,0.785855438,1
23,59338,693,27,1,0.24,No Default,0.089828054,0
58,54051,567,35,0,0.59,No Default,0.420430545,0
56,49337,716,17,3,0.13,No Default,0.134142556,0
21,55611,828,24,2,0.4,No Default,0.149315136,0
30,26493,552,34,3,0.34,Default,0.569035215,1
66,50744,421,3,0,0.22,No Default,0.205291852,0
19,116880,309,13,4,0.18,Default,0.573709557,1
22,36980,615,38,3,0.47,Default,0.614189938,1
61,35134,572,25,0,0.56,No Default,0.422748365,0
44,61734,605,7,0,0.15,No Default,0.059079822,0
49,63296,509,23,1,0.2,No Default,0.176230111,0
38,72311,763,15,1,0.59,No Default,0.243315596,0
25,56564,715,19,4,0.11,No Default,0.172008866,0
55,62064,515,14,1,0.35,No Default,0.300688392,0
25,50239,379,6,4,0.36,Default,0.815457907,1
67,31637,779,16,2,0.23,No Default,0.117758964,0
20,57774,846,21,2,0.43,No Default,0.151790548,0
71,86016,317,21,1,0.57,Default,0.744087497,1
61,77460,464,11,2,0.33,No Default,0.417270221,0
20,25031,824,17,3,0.47,No Default,0.360674428,0
39,67911,501,14,3,0.42,Default,0.61853386,1
23,38315,645,36,3,0.34,No Default,0.413768855,0
19,120100,665,15,2,0.12,No Default,0.053234185,0
40,70483,747,4,3,0.47,No Default,0.346440675,0
61,93727,812,1,4,0.28,No Default,0.161121477,0
19,60511,618,27,0,0.21,No Default,0.071199669,0
55,57928,516,26,1,0.57,Default,0.571070975,1
34,126490,333,30,4,0.49,Default,0.835129009,1
52,97381,565,35,3,0.58,Default,0.65855735,1
51,63508,379,0,0,0.23,No Default,0.225039775,0
40,54185,712,28,1,0.52,No Default,0.272283844,0
47,25499,551,0,4,0.4,Default,0.736846157,1
69,70423,311,7,1,0.59,Default,0.790902698,1
25,56215,700,15,2,0.57,No Default,0.43855179,0
39,78982,581,27,3,0.59,Default,0.686048962,1
61,91941,411,21,4,0.58,Default,0.882579028,1
53,110908,677,17,4,0.1,No Default,0.123770717,0
22,70862,567,21,0,0.47,No Default,0.240578017,0
30,35483,597,11,0,0.24,No Default,0.112387701,0
46,20441,616,18,0,0.45,No Default,0.276983348,0
48,39642,808,24,1,0.59,No Default,0.268037448,0
64,116627,845,4,3,0.12,No Default,0.035697211,0
74,149006,664,33,1,0.38,No Default,0.087094682,0
72,53159,846,38,3,0.47,No Default,0.290605045,0
33,28840,570,9,4,0.23,Default,0.517254134,1
59,43295,773,6,1,0.21,No Default,0.061676399,0
47,105757,836,36,1,0.13,No Default,0.01725907,0
74,44555,533,14,1,0.15,No Default,0.153673893,0
72,80383,358,23,2,0.43,Default,0.673578543,1
33,65139,550,25,3,0.35,No Default,0.479338565,0
29,85391,385,25,3,0.12,No Default,0.371800743,0
34,148598,689,25,1,0.58,No Default,0.172160146,0
33,80409,479,9,2,0.43,Default,0.5,1
29,64437,448,16,1,0.36,No Default,0.381715512,0
25,157029,420,13,3,0.24,No Default,0.286054028,0
37,71308,555,1,4,0.43,Default,0.660223366,1
20,40276,608,12,2,0.28,No Default,0.267739897,0
33,84434,358,26,2,0.45,Default,0.677008004,1
47,74886,368,8,1,0.44,Default,0.556399366,1
62,51330,745,6,4,0.15,No Default,0.187504222,0
40,46221,687,9,3,0.55,Default,0.581655783,1
45,51579,385,8,0,0.34,No Default,0.356209677,0
68,45892,526,21,3,0.3,Default,0.509363146,1
57,52424,483,22,3,0.58,Default,0.824712365,1
71,39285,621,6,4,0.32,Default,0.540106883,1
22,72625,617,8,2,0.46,No Default,0.37303427,0
37,69954,698,26,3,0.43,No Default,0.371427461,0
57,71153,592,23,2,0.18,No Default,0.159084457,0
73,58035,592,28,4,0.6,Default,0.821238005,1
61,54784,784,16,4,0.33,No Default,0.305849906,0
18,123130,746,19,1,0.3,No Default,0.049303741,0
74,61926,711,6,0,0.56,No Default,0.204051169,0
47,112632,807,39,4,0.36,No Default,0.201891828,0
38,36380,543,6,4,0.45,Default,0.769005086,1
37,80385,719,27,2,0.52,No Default,0.308318408,0
23,41466,453,18,4,0.22,Default,0.629992073,1
39,45339,723,19,3,0.18,No Default,0.163360998,0
35,48729,572,38,1,0.13,No Default,0.113650582,0
25,47226,819,39,1,0.55,No Default,0.208446586,0
56,47344,427,6,3,0.2,Default,0.506201703,1
49,110044,672,5,4,0.25,No Default,0.227700972,0
50,61249,458,24,0,0.24,No Default,0.176199882,0
70,67005,475,12,4,0.25,Default,0.580763341,1
33,47639,510,38,1,0.43,No Default,0.436446061,0
29,91901,746,39,0,0.58,No Default,0.147662696,0
55,71505,466,21,2,0.26,No Default,0.354117922,0
69,51304,759,16,2,0.3,No Default,0.145479975,0
51,27115,656,21,4,0.49,Default,0.717471883,1
31,66712,603,33,4,0.32,No Default,0.494191261,0
53,79844,532,7,0,0.56,No Default,0.354096756,0
50,36701,626,17,0,0.35,No Default,0.158927083,0
40,51652,481,23,4,0.27,Default,0.633784778,1
67,78321,633,1,1,0.59,No Default,0.380057359,0
62,27297,328,1,2,0.31,Default,0.690934237,1
19,43285,392,26,0,0.22,No Default,0.244377336,0
58,72290,629,13,1,0.19,No Default,0.088030732,0
38,104037,483,38,4,0.6,Default,0.833004403,1
19,178597,394,11,3,0.48,Default,0.538197759,1
44,159424,652,31,0,0.3,No Default,0.036159984,0
74,64336,564,27,3,0.51,Default,0.663364241,1
26,46999,318,27,1,0.37,Default,0.614450569,1
18,94993,798,24,2,0.26,No Default,0.064486073,0
28,45624,438,3,1,0.47,Default,0.567567596,1
20,40902,824,25,2,0.47,No Default,0.227262969,0
69,51398,554,35,1,0.35,No Default,0.292294029,0
40,48274,384,2,0,0.12,No Default,0.161593399,0
43,73593,757,0,0,0.14,No Default,0.021959029,0
21,44302,831,16,3,0.49,No Default,0.330087798,0
35,62477,391,6,1,0.51,Default,0.638238821,1
72,132916,368,4,1,0.44,No Default,0.411141104,0
23,63644,336,18,3,0.52,Default,0.867875186,1
52,127819,439,38,4,0.46,Default,0.717059387,1
39,109210,477,33,1,0.55,No Default,0.463947439,0
60,80500,436,34,1,0.18,No Default,0.198837947,0
32,50157,489,15,1,0.29,No Default,0.289972691,0
39,100735,641,39,4,0.33,No Default,0.375533888,0
54,52839,304,38,0,0.25,No Default,0.368048555,0
69,59814,556,26,3,0.46,Default,0.62902756,1
59,70622,542,37,4,0.56,Default,0.81281417,1
29,59713,714,24,2,0.31,No Default,0.168123311,0
64,41767,642,25,2,0.57,Default,0.569646035,1
66,27901,678,13,4,0.36,Default,0.543983623,1
59,96719,445,13,4,0.36,Default,0.667579794,1
55,79631,622,13,0,0.4,No Default,0.135410382,0
35,25328,421,24,2,0.23,No Default,0.487961837,0
62,41217,551,35,3,0.29,No Default,0.481082679,0
52,65482,610,3,1,0.38,No Default,0.219445846,0
47,74703,774,14,1,0.57,No Default,0.21293123,0
41,28022,791,31,0,0.42,No Default,0.108737498,0
59,57261,646,17,0,0.27,No Default,0.085731213,0
47,78419,786,13,2,0.11,No Default,0.04237544,0
31,50223,772,0,3,0.59,No Default,0.5,1
23,68044,681,19,3,0.35,No Default,0.301698406,0
20,46921,579,9,4,0.57,Default,0.812605537,1
33,94334,371,9,0,0.37,No Default,0.301510541,0
24,40149,820,23,1,0.4,No Default,0.116488316,0
69,33825,665,33,1,0.46,No Default,0.317417482,0
31,60746,393,27,2,0.26,No Default,0.46951212,0
26,29238,672,26,1,0.45,No Default,0.295902396,0
32,20898,638,39,3,0.36,No Default,0.5,1
38,102936,736,0,3,0.44,No Default,0.252942438,0
52,36603,635,32,0,0.52,No Default,0.29804126,0
19,30735,791,3,2,0.19,No Default,0.087575346,0
44,39899,339,6,1,0.41,Default,0.644597411,1
19,39013,658,8,0,0.13,No Default,0.05004925,0
52,55767,553,15,4,0.15,No Default,0.384074306,0
35,34657,697,4,4,0.44,Default,0.584278148,1
31,76810,469,33,1,0.14,No Default,0.146609771,0
37,82711,810,22,1,0.4,No Default,0.082762156,0
35,31650,559,24,1,0.21,No Default,0.190864182,0
27,43956,758,12,3,0.25,No Default,0.183252831,0
42,46095,828,23,1,0.16,No Default,0.037548064,0
19,55132,640,10,4,0.22,No Default,0.346773545,0
42,102882,356,16,1,0.51,Default,0.586363319,1
71,105890,517,36,2,0.42,No Default,0.397153274,0
50,208862,763,12,4,0.57,No Default,0.235631594,0
53,19250,546,26,2,0.12,No Default,0.237864049,0
48,37716,672,19,4,0.5,Default,0.684863139,1
31,148301,716,32,0,0.45,No Default,0.058377558,0
18,24334,330,31,4,0.23,Default,0.806899863,1
63,146624,667,7,4,0.46,No Default,0.370057233,0
33,64451,407,28,2,0.46,Default,0.676774492,1
71,65648,717,39,2,0.33,No Default,0.182055933,0
63,31574,697,18,4,0.44,Default,0.607118705,1
69,47782,571,5,4,0.32,Default,0.583557957,1
20,143442,415,38,3,0.27,No Default,0.365998064,0
