Age,Annual_Income,Credit_Score,Years_at_Job,Existing_Loans,DTI_Ratio
63,70934,833,37,2,0.3
73,76984,657,14,1,0.5
57,36088,794,32,0,0.46
46,20100,359,39,4,0.38
24,42664,597,25,3,0.48
57,54082,358,29,1,0.32
30,56654,723,10,1,0.4
55,22391,530,0,1,0.12
35,66277,747,13,2,0.33
19,100151,667,9,3,0.4
25,96606,328,16,0,0.1
28,110295,576,10,4,0.3
50,32647,678,14,0,0.37
71,92923,337,11,1,0.29
55,37537,506,2,3,0.28
65,88842,588,21,0,0.53
44,41411,792,25,0,0.58
37,71397,524,38,1,0.15
29,129003,751,22,1,0.56
60,95460,327,15,0,0.29
48,37754,633,2,0,0.22
44,33879,672,29,2,0.17
49,88271,600,12,3,0.47
27,115813,503,7,1,0.46
20,74228,678,23,4,0.15
62,46370,414,4,4,0.58
44,61140,319,6,1,0.14
52,74326,695,26,3,0.35
48,57252,351,11,4,0.42
32,37773,485,24,2,0.54
33,101912,652,32,1,0.23
30,153145,413,14,4,0.23
66,122183,813,30,4,0.49
52,20219,845,10,1,0.31
69,106722,581,35,3,0.2
28,79945,469,5,1,0.11
38,43103,620,25,0,0.47
68,22446,665,7,4,0.11
71,56567,819,38,0,0.42
28,71814,409,36,3,0.31
47,34426,843,36,0,0.42
65,110871,842,29,3,0.48
70,109536,623,37,1,0.42
52,75656,311,15,2,0.33
39,30139,322,14,2,0.55
55,52520,460,37,1,0.1
48,85977,563,7,4,0.12
31,83189,679,34,3,0.34
41,42213,379,8,0,0.22
67,45424,570,20,2,0.32
66,41672,724,4,0,0.24
49,51976,735,18,0,0.22
53,46941,377,15,0,0.56
49,42853,823,17,4,0.21
72,55892,410,11,2,0.15
32,61083,751,15,0,0.21
60,103107,713,4,0,0.31
52,24572,559,2,2,0.21
20,110153,650,6,0,0.15
33,41206,483,31,3,0.23
22,151790,474,30,2,0.55
38,83834,685,13,0,0.48
27,78721,571,23,4,0.22
36,56839,485,32,3,0.4
42,167965,466,4,1,0.53
21,58964,442,7,4,0.59
46,127497,792,1,1,0.14
36,44924,371,38,1,0.2
60,85673,643,37,0,0.57
19,154676,798,34,3,0.54
27,39183,446,37,0,0.25
60,76544,800,33,4,0.2
42,42058,637,29,1,0.51
37,74223,384,22,0,0.15
65,154352,442,3,4,0.41
36,37544,610,34,4,0.55
40,64731,668,13,1,0.19
41,39449,740,21,0,0.16
28,56126,366,29,3,0.42
63,81683,833,2,4,0.41
51,51581,640,10,0,0.13
72,131525,401,9,3,0.28
45,76242,613,2,1,0.56
22,30893,409,4,3,0.21
22,70255,731,14,1,0.36
68,124313,641,5,4,0.28
38,78527,478,3,2,0.55
29,68212,433,22,2,0.36
67,51597,329,0,4,0.33
21,57038,772,33,3,0.55
71,60199,684,14,2,0.42
66,17624,308,3,1,0.28
59,75497,435,26,4,0.6
37,98552,589,12,0,0.56
55,41193,342,39,2,0.23
42,67254,404,31,3,0.12
31,71453,330,8,4,0.16
28,89782,518,36,2,0.18
49,60244,412,24,2,0.47
28,78418,559,2,4,0.29
35,33496,311,38,0,0.27
44,36057,770,39,4,0.38
72,74278,639,15,0,0.17
71,53380,545,16,4,0.24
35,27163,549,26,1,0.34
73,71235,808,9,1,0.33
40,31654,603,0,4,0.41
28,231261,812,28,0,0.25
38,20169,660,17,2,0.29
61,61472,343,31,4,0.13
22,34266,618,36,2,0.42
40,94649,788,32,4,0.35
58,48950,593,21,3,0.12
42,99351,808,10,0,0.35
58,87874,820,36,3,0.23
71,35105,625,28,3,0.17
27,41619,552,19,0,0.1
39,50399,607,21,4,0.59
36,57886,622,31,0,0.57
18,54272,335,7,0,0.51
24,86168,590,21,1,0.21
21,67304,841,14,1,0.53
18,44076,788,34,2,0.55
32,37940,535,15,0,0.14
57,39817,684,28,3,0.36
29,70614,660,33,3,0.15
39,54364,555,19,1,0.37
39,169423,658,12,0,0.52
67,59866,842,12,4,0.41
64,65799,324,30,1,0.13
34,24330,300,20,1,0.1
46,30667,657,29,3,0.15
63,34176,417,24,4,0.55
31,45866,778,29,4,0.59
67,28534,758,9,3,0.34
37,33608,412,6,3,0.28
67,83488,494,33,3,0.27
65,38951,319,3,4,0.31
50,58658,585,21,4,0.3
72,80504,757,28,1,0.48
60,96115,747,3,2,0.36
32,69304,384,0,1,0.14
29,71422,573,22,0,0.14
57,97600,702,22,2,0.16
71,73653,552,5,4,0.29
37,100479,664,4,1,0.23
47,20502,559,22,4,0.29
55,57420,733,37,2,0.15
20,61564,421,6,4,0.55
45,56447,816,4,1,0.51
73,63678,842,32,2,0.38
43,48816,818,25,1,0.39
47,88830,311,20,1,0.35
30,45808,309,33,4,0.21
30,53697,456,25,2,0.43
19,123256,440,9,4,0.15
54,114946,436,1,2,0.39
66,64784,699,19,0,0.32
55,43545,742,13,0,0.13
19,26446,741,6,2,0.32
53,56068,566,9,4,0.4
71,77194,812,30,3,0.14
43,41748,576,7,2,0.25
28,60051,655,0,1,0.2
25,50301,392,28,0,0.11
61,25308,435,30,2,0.14
57,63486,410,7,2,0.19
60,74424,343,15,2,0.4
39,64842,510,18,1,0.57
37,134087,642,25,4,0.43
25,50973,658,9,3,0.59
46,48988,660,17,1,0.58
57,176880,630,1,3,0.36
43,32068,710,36,0,0.21
47,43918,807,28,3,0.56
34,71717,531,1,3,0.37
37,105096,469,2,0,0.18
69,95551,703,23,1,0.29
72,35598,533,8,1,0.27
33,135107,819,13,0,0.28
63,75510,601,10,1,0.15
60,39748,399,23,4,0.33
24,41456,552,13,3,0.36
33,62054,607,17,1,0.54
62,175634,686,35,3,0.13
64,66584,422,12,1,0.51
73,174831,431,33,3,0.41
65,92878,535,18,0,0.58
44,31851,520,10,0,0.51
70,121025,361,25,0,0.33
40,37343,702,4,4,0.49
41,44021,470,20,4,0.56
26,68725,775,8,0,0.35
52,59028,313,11,3,0.23
68,93592,569,0,0,0.3
37,76946,353,13,0,0.31
54,56445,712,25,2,0.4
59,140009,430,6,4,0.31
34,47227,816,15,4,0.4
64,36315,600,14,0,0.12
48,75482,726,3,0,0.29
72,59332,415,29,2,0.43
74,67689,535,22,2,0.16
25,86602,312,21,4,0.21
32,54581,517,14,4,0.47
48,151646,628,16,4,0.43
70,68356,367,1,4,0.27
47,47801,690,7,3,0.6
63,80401,391,5,0,0.26
37,57369,403,38,3,0.22
56,63363,725,27,1,0.27
70,34438,603,4,4,0.48
72,36446,678,20,4,0.15
29,101803,647,19,0,0.24
66,32299,474,33,4,0.4
34,56320,691,6,4,0.53
59,70468,704,29,3,0.32
47,121359,387,29,1,0.29
46,47068,548,14,3,0.28
36,87504,665,26,2,0.13
63,56372,388,8,4,0.57
28,20129,755,26,3,0.12
51,61269,714,1,0,0.38
67,57904,754,35,1,0.5
24,74054,810,26,1,0.53
61,43419,474,39,0,0.19
51,45797,508,24,0,0.12
37,109156,612,35,4,0.48
67,50611,670,39,1,0.13
55,23000,612,6,0,0.32
41,76513,803,12,2,0.28
27,92160,385,36,1,0.17
49,91755,565,19,0,0.37
69,44017,519,21,3,0.18
32,59880,594,17,0,0.43
54,78091,805,10,1,0.5
37,96950,462,5,4,0.22
20,76959,426,3,2,0.47
54,88239,416,2,0,0.42
74,41519,705,5,1,0.23
57,19052,655,14,0,0.2
25,101401,521,2,0,0.54
57,37309,675,16,1,0.2
61,54956,613,29,3,0.14
73,89672,449,21,1,0.26
40,60678,535,1,1,0.55
57,85078,467,15,4,0.39
28,204317,794,21,0,0.46
63,78885,711,10,0,0.21
25,41592,368,35,1,0.35
46,29038,566,11,3,0.5
47,83980,449,39,4,0.28
73,62364,824,34,3,0.46
27,30047,681,14,3,0.39
56,107962,673,20,4,0.27
45,85997,805,3,4,0.31
66,59528,536,6,3,0.47
53,178689,624,28,3,0.47
30,99866,549,5,3,0.55
49,36485,750,38,0,0.37
53,107615,721,16,0,0.32
54,68013,515,35,0,0.49
43,154300,320,1,0,0.29
39,95941,604,16,4,0.4
21,76278,652,28,1,0.48
48,74138,744,26,0,0.56
35,33049,565,6,3,0.54
55,46350,467,10,1,0.43
41,66448,357,25,0,0.11
73,30155,623,38,2,0.47
40,75628,565,31,2,0.27
39,41289,361,22,4,0.52
19,49188,388,39,2,0.11
48,85421,715,6,4,0.16
72,45343,375,0,4,0.44
28,75715,704,24,4,0.23
45,64375,664,30,1,0.26
63,35266,684,5,1,0.3
49,93031,308,27,2,0.2
22,95451,814,30,1,0.53
55,98081,668,35,0,0.14
27,155412,608,15,4,0.19
57,48748,469,14,0,0.29
63,22588,446,21,1,0.29
41,43109,817,17,3,0.13
52,96736,379,7,1,0.27
61,57487,751,9,4,0.48
65,29661,765,36,3,0.55
40,25804,711,38,3,0.16
34,121805,594,5,4,0.43
18,81169,429,9,2,0.56
72,46707,464,38,1,0.25
48,153469,749,6,1,0.54
48,225134,806,34,3,0.18
59,100450,368,27,3,0.53
74,87349,799,24,4,0.31
72,77973,434,27,4,0.51
59,91843,801,8,2,0.21
70,159402,644,4,3,0.13
73,36814,353,15,1,0.4
51,50537,631,28,4,0.23
26,58460,719,22,0,0.5
39,79790,612,17,1,0.51
30,130968,437,25,3,0.46
42,73601,654,4,4,0.35
65,81847,801,7,4,0.56
35,83982,524,39,0,0.39
68,60569,398,18,2,0.19
29,48626,606,36,1,0.39
57,62152,690,27,4,0.39
34,43167,390,3,2,0.42
32,43540,673,19,0,0.15
59,71970,503,21,0,0.44
32,47140,416,11,1,0.3
32,150746,365,0,1,0.41
72,64425,430,7,4,0.56
56,118140,685,26,4,0.27
30,32127,391,20,1,0.38
34,32622,376,32,1,0.49
49,56639,551,37,4,0.16
26,95643,619,32,4,0.28
57,46862,353,36,4,0.17
37,56943,444,4,0,0.52
43,98712,385,14,3,0.49
44,49315,440,29,1,0.26
38,40996,344,2,0,0.11
35,85322,416,27,4,0.3
30,31194,446,29,3,0.11
33,49670,320,35,3,0.25
26,63394,835,2,0,0.21
29,78003,457,30,2,0.22
61,90338,775,13,2,0.44
55,97667,347,5,4,0.45
36,51470,718,18,2,0.45
24,96640,409,4,4,0.51
74,77116,828,25,2,0.5
52,85871,603,17,0,0.41
65,43612,781,36,3,0.21
35,83496,436,35,1,0.28
33,55471,376,30,3,0.31
72,61324,569,17,2,0.45
56,65027,384,8,3,0.37
21,172231,767,25,2,0.47
42,37894,541,1,4,0.18
49,108516,363,31,1,0.22
57,122416,539,5,4,0.13
30,90471,394,19,1,0.39
62,45810,697,7,4,0.58
34,139839,348,3,4,0.37
66,50715,752,24,3,0.21
54,84419,444,30,1,0.41
23,63605,697,18,3,0.44
36,49782,602,6,4,0.39
30,78695,727,36,3,0.29
74,153231,316,29,2,0.51
43,68061,380,26,4,0.35
31,161009,483,16,2,0.59
48,54631,766,31,4,0.22
71,62237,582,18,2,0.21
21,32438,370,24,2,0.14
56,45300,389,28,4,0.3
25,53681,664,24,2,0.22
42,50791,502,31,1,0.52
30,37044,530,36,2,0.36
49,40907,305,10,4,0.13
55,51880,656,3,1,0.28
55,108365,748,30,1,0.45
73,28345,445,35,1,0.34
45,21139,354,3,3,0.28
70,24824,366,1,1,0.18
47,39194,446,38,3,0.43
20,82329,531,32,0,0.19
45,50103,767,26,2,0.54
20,49762,395,25,3,0.59
62,49207,790,18,4,0.38
71,23413,547,38,1,0.16
51,92107,431,32,4,0.44
33,115296,824,37,1,0.17
39,50628,369,9,4,0.55
49,62488,648,0,2,0.39
55,63535,741,34,2,0.5
25,35104,555,10,0,0.41
72,48014,685,13,4,0.36
25,146221,804,5,0,0.36
74,59754,715,38,4,0.47
23,66953,618,39,2,0.55
31,42326,615,24,0,0.21
49,48291,629,22,1,0.16
52,82714,431,4,2,0.13
27,39347,443,25,3,0.53
20,134590,546,17,2,0.16
29,26685,362,31,2,0.41
66,43626,802,20,3,0.26
48,28568,535,25,4,0.38
46,116097,696,34,3,0.14
22,58798,422,9,4,0.39
69,51886,569,27,0,0.54
42,73042,307,30,0,0.23
58,120512,641,14,0,0.26
48,66704,614,39,3,0.21
38,106013,635,7,4,0.16
37,51698,555,9,1,0.14
56,37024,415,9,2,0.44
39,67245,688,37,3,0.27
21,42248,384,17,0,0.33
30,84488,349,27,1,0.26
62,48792,463,27,4,0.47
59,57395,447,19,4,0.44
67,19531,435,23,4,0.43
66,56254,517,5,3,0.48
37,53035,805,31,2,0.39
69,107096,671,5,2,0.15
30,92508,533,10,1,0.31
34,60603,414,29,0,0.26
71,26496,488,2,0,0.27
53,48044,716,7,0,0.2
50,107152,496,32,0,0.18
18,54218,849,18,1,0.33
32,35123,823,9,1,0.59
30,106501,313,18,4,0.11
34,26588,544,8,3,0.24
41,56586,601,6,2,0.58
25,79145,763,13,1,0.28
67,63769,732,1,2,0.43
44,32184,761,21,4,0.23
62,37624,583,19,4,0.37
40,42235,833,25,1,0.19
63,88630,667,3,0,0.37
25,65203,456,38,3,0.34
25,49327,762,39,2,0.52
43,73456,460,22,2,0.5
64,41147,473,15,4,0.19
30,86611,798,24,2,0.57
56,75002,849,8,0,0.29
54,53516,635,10,1,0.13
66,55208,325,24,3,0.14
45,50467,803,30,3,0.31
42,98515,598,26,0,0.54
33,66705,736,35,2,0.18
72,53731,310,13,0,0.34
19,36858,537,22,3,0.37
71,80398,709,15,0,0.55
35,78541,633,19,3,0.11
34,46035,612,2,2,0.55
47,48529,300,5,3,0.24
56,56471,822,28,0,0.54
30,33630,387,3,4,0.31
49,62121,541,0,3,0.26
67,26298,431,7,4,0.59
46,31579,627,19,4,0.49
63,46406,410,15,4,0.34
47,43732,588,30,0,0.29
35,75033,716,31,0,0.26
30,68974,373,33,2,0.45
60,119170,407,28,3,0.31
38,62719,815,11,1,0.42
47,66374,404,3,4,0.31
38,33472,681,33,3,0.29
65,33507,376,5,4,0.27
72,61834,502,8,2,0.56
34,62371,800,4,0,0.48
57,69202,540,15,1,0.43
36,112963,671,0,0,0.43
69,34255,504,19,2,0.19
32,139379,711,34,2,0.57
26,28424,513,9,4,0.15
69,72147,740,24,0,0.21
27,32106,830,27,0,0.11
61,85997,511,34,1,0.28
48,28512,352,32,3,0.25
70,15271,810,14,2,0.52
40,64404,387,20,4,0.43
69,56247,308,34,1,0.5
47,104092,382,36,0,0.17
50,62251,324,9,4,0.39
74,41256,524,15,2,0.34
69,45711,796,19,2,0.31
26,298943,729,7,3,0.6
71,38665,727,30,0,0.32
64,77829,493,7,2,0.15
18,73210,417,12,4,0.12
61,78741,377,23,4,0.5
52,75592,451,11,4,0.1
28,52375,355,16,0,0.56
51,24809,656,35,0,0.2
33,64719,558,11,2,0.54
26,59491,834,35,3,0.5
49,63701,705,12,3,0.21
32,79428,414,34,3,0.52
29,48688,773,4,1,0.26
50,43908,633,12,0,0.2
62,93940,608,7,0,0.21
31,50796,630,10,2,0.54
74,46776,843,7,4,0.11
74,44796,803,30,0,0.47
25,80602,387,11,3,0.5
25,53912,302,10,1,0.29
44,181027,682,16,4,0.45
29,61618,823,26,4,0.55
18,32751,447,12,1,0.37
60,48125,805,35,1,0.43
57,83088,383,12,0,0.45
59,44352,697,21,1,0.58
68,59360,483,23,2,0.31
28,97658,468,29,4,0.38
56,105285,407,12,4,0.33
60,46064,492,7,3,0.26
48,52658,513,4,0,0.57
34,62844,659,5,3,0.34
50,117144,394,6,0,0.57
49,34547,842,21,0,0.6
46,71672,455,29,0,0.53
38,61557,823,14,2,0.18
38,38234,571,36,1,0.12
57,111153,462,19,1,0.37
40,98240,479,30,2,0.37
73,129202,522,4,3,0.4
23,108023,415,11,0,0.13
39,60180,304,36,2,0.24
67,81610,365,29,3,0.35
55,70679,826,38,1,0.36
54,38042,748,2,4,0.57
62,31188,448,12,0,0.58
68,72006,400,10,0,0.54
71,62833,566,9,0,0.23
25,50604,365,29,1,0.42
58,57171,649,8,0,0.24
66,145035,419,29,0,0.58
52,20134,544,28,1,0.35
68,82450,688,37,2,0.51
28,91241,586,33,3,0.3
41,97135,347,25,4,0.29
66,30056,717,1,3,0.12
38,51709,650,35,1,0.33
68,50434,454,6,1,0.42
19,69285,637,35,3,0.16
57,34040,560,39,1,0.19
36,72347,828,13,4,0.59
56,38469,502,26,0,0.47
45,51596,739,25,2,0.55
34,117304,465,19,4,0.34
23,91224,678,34,1,0.19
36,63698,737,10,2,0.18
73,29847,347,25,3,0.37
55,70699,528,34,0,0.46
45,73115,321,4,3,0.56
19,20958,574,15,2,0.3
55,71355,412,10,0,0.26
72,34960,844,32,3,0.57
54,28572,388,8,2,0.33
68,34166,310,21,0,0.36
69,20317,326,4,1,0.32
21,48835,755,19,0,0.48
39,36219,330,33,2,0.14
43,105904,746,29,4,0.52
66,50034,727,9,2,0.3
60,41776,813,36,4,0.58
53,26997,698,31,3,0.25
30,48341,831,23,1,0.34
69,117797,686,16,0,0.31
49,129788,629,2,2,0.5
34,49892,437,38,1,0.44
58,57829,781,25,4,0.42
53,85088,599,11,4,0.46
72,35854,331,36,2,0.58
63,72007,756,11,4,0.34
36,195509,841,32,1,0.43
52,87777,684,26,1,0.44
63,86388,631,13,1,0.53
57,117231,343,6,2,0.24
73,94079,846,37,4,0.5
45,52764,723,26,4,0.35
18,33193,344,9,3,0.11
59,56008,679,8,0,0.18
35,36870,796,33,0,0.52
65,52003,437,28,4,0.23
57,38730,707,17,4,0.25
50,49269,484,28,1,0.47
29,28490,788,29,2,0.44
25,42333,317,12,4,0.33
41,73332,371,21,3,0.47
33,83197,470,15,3,0.41
67,74643,376,31,4,0.19
21,49613,699,39,0,0.24
55,63730,820,25,2,0.13
61,158258,500,30,3,0.43
44,41757,538,18,4,0.13
26,133580,616,33,4,0.47
64,29087,822,5,1,0.37
33,25478,619,34,3,0.32
73,55623,849,10,1,0.4
29,58763,821,36,2,0.41
48,34019,827,21,2,0.39
41,50789,776,12,3,0.46
72,73226,624,15,1,0.42
31,36774,765,25,0,0.34
62,99504,341,21,1,0.51
42,105090,533,12,3,0.59
51,111583,736,22,3,0.41
20,38026,579,31,1,0.46
41,40581,503,22,4,0.35
71,54916,605,31,4,0.3
59,52254,809,37,0,0.53
26,50876,595,27,0,0.2
43,87367,321,32,0,0.45
37,81294,541,39,3,0.17
57,38666,693,25,3,0.48
27,33840,726,29,4,0.22
36,32223,752,16,1,0.4
20,38579,806,28,2,0.17
41,91394,512,1,1,0.1
22,64322,540,37,4,0.47
20,95122,708,33,4,0.54
44,25590,344,37,4,0.5
33,68644,536,11,4,0.17
66,68206,412,20,3,0.22
32,109115,806,26,0,0.51
52,48798,749,39,0,0.11
29,47102,837,2,1,0.36
58,127166,508,36,1,0.52
70,54967,589,25,4,0.2
61,65423,797,4,4,0.17
43,75974,482,19,2,0.19
64,26007,699,7,0,0.48
51,61117,507,27,4,0.58
40,32126,722,28,1,0.21
48,57307,689,1,1,0.15
67,51674,665,1,1,0.24
37,46481,735,37,2,0.16
29,81906,611,37,4,0.1
40,62862,638,22,4,0.32
21,35226,446,9,4,0.48
40,34633,756,27,2,0.26
65,91133,710,18,4,0.27
72,58753,581,27,0,0.21
65,29376,713,30,4,0.17
18,48618,396,1,4,0.13
71,55341,462,28,1,0.39
42,32306,736,13,4,0.48
19,43544,495,27,3,0.35
47,94743,460,0,2,0.52
20,207900,554,15,1,0.33
38,69656,369,36,2,0.14
42,30411,711,20,3,0.4
37,53700,335,13,1,0.46
66,63641,604,16,1,0.16
69,88713,769,14,3,0.36
39,89769,608,30,3,0.25
38,118435,496,35,0,0.58
50,59827,780,13,1,0.21
69,60405,635,35,2,0.44
55,23295,590,26,4,0.25
32,36084,729,2,3,0.31
63,30299,731,35,0,0.51
69,39327,833,5,3,0.6
32,33659,809,26,2,0.16
63,34818,804,21,4,0.33
42,103222,708,21,4,0.41
38,22884,701,35,3,0.3
41,54221,340,31,4,0.17
74,92233,683,26,4,0.11
22,51495,590,6,2,0.12
23,116256,482,38,3,0.35
66,44365,339,11,0,0.31
60,143683,524,15,0,0.59
65,27328,584,37,1,0.56
61,116365,437,4,2,0.41
64,38287,634,34,3,0.34
40,123309,437,8,4,0.39
21,47380,773,28,2,0.33
44,104015,787,26,3,0.27
35,113198,445,31,3,0.41
38,44847,708,9,2,0.57
45,99802,809,24,2,0.42
52,59042,384,37,2,0.19
39,28816,308,24,1,0.34
57,77200,388,3,4,0.19
40,36015,388,22,2,0.16
20,43195,518,9,1,0.26
57,38315,649,5,0,0.2
67,72338,704,12,1,0.57
27,36578,460,30,4,0.13
42,32429,342,4,0,0.58
69,35536,773,3,2,0.52
66,41986,557,2,2,0.23
25,76751,458,29,2,0.15
72,94328,431,22,2,0.38
28,93655,344,36,0,0.22
22,58842,620,17,1,0.23
62,58088,493,34,1,0.39
70,54619,817,4,3,0.33
72,74762,562,27,1,0.35
54,104798,734,37,1,0.26
73,55517,829,17,1,0.26
62,78144,596,7,1,0.6
55,32202,800,11,1,0.3
46,91705,368,29,0,0.21
22,66704,324,21,4,0.45
26,35728,812,5,4,0.49
65,102195,482,29,3,0.22
19,32189,353,7,1,0.15
18,19197,380,28,2,0.25
57,91435,459,30,4,0.36
68,72597,685,4,2,0.29
47,32679,748,10,3,0.18
28,71515,563,16,2,0.11
45,107467,608,12,1,0.35
61,68226,343,19,1,0.54
29,202658,500,30,0,0.4
56,39124,583,25,1,0.53
43,19578,446,27,4,0.48
30,29570,739,24,1,0.27
25,19011,703,17,1,0.31
71,174459,483,31,2,0.53
45,59726,846,28,3,0.45
47,157873,508,2,1,0.38
26,50147,381,34,4,0.57
56,38080,562,37,3,0.12
48,25209,338,14,1,0.53
38,49100,585,2,3,0.26
73,91318,322,20,4,0.42
64,53513,773,2,2,0.56
51,26936,602,34,2,0.28
72,82997,505,7,0,0.35
48,91071,731,2,4,0.26
69,45939,394,10,1,0.45
42,43151,774,1,1,0.17
29,25471,675,32,0,0.48
18,81963,436,7,4,0.49
72,47516,450,11,3,0.13
39,15687,501,18,3,0.3
57,28494,549,17,2,0.45
54,79309,373,20,3,0.15
64,50465,621,21,3,0.5
18,33937,848,29,4,0.42
18,61506,465,17,4,0.33
74,39339,300,5,0,0.15
59,43417,637,0,4,0.14
71,52325,590,8,0,0.22
59,139071,370,15,0,0.5
38,138743,407,28,1,0.55
32,22346,789,28,3,0.22
34,57970,480,4,4,0.25
39,28966,324,18,0,0.19
55,35185,450,21,3,0.44
52,23636,564,7,4,0.11
62,38798,502,17,3,0.57
33,32971,774,13,0,0.24
25,99984,519,3,3,0.49
64,39302,381,39,2,0.58
34,22631,463,26,3,0.17
34,59789,568,23,2,0.16
71,54804,482,29,4,0.24
43,52481,479,11,0,0.39
30,81226,771,12,3,0.1
34,110851,410,39,3,0.4
55,52099,344,3,3,0.39
34,68380,849,25,0,0.12
65,52767,831,0,3,0.36
31,77129,730,26,4,0.52
62,28714,657,22,4,0.25
23,81525,358,37,4,0.51
52,68975,523,10,4,0.32
63,37058,488,38,1,0.52
31,180624,358,20,1,0.34
64,30341,307,21,4,0.55
25,70607,783,27,3,0.56
32,37100,705,37,4,0.1
71,79937,771,5,1,0.29
44,162725,320,24,1,0.54
30,88236,683,3,0,0.11
66,56498,711,33,0,0.15
48,95254,604,25,3,0.32
70,44568,609,38,0,0.59
73,76457,530,26,2,0.56
52,62559,535,38,2,0.39
23,32588,345,20,0,0.23
22,140688,521,20,2,0.42
39,111514,455,28,1,0.26
66,39023,394,33,4,0.43
40,99990,382,26,4,0.18
42,33231,544,25,2,0.4
51,75467,309,4,1,0.45
43,61313,388,19,1,0.46
64,138579,625,7,0,0.59
22,70682,585,17,1,0.11
43,27651,514,4,1,0.14
37,99671,371,3,1,0.4
23,48036,507,4,4,0.34
23,46916,438,15,2,0.41
67,60754,678,8,0,0.45
35,44920,701,24,0,0.12
21,146885,822,37,0,0.34
34,89553,639,7,3,0.35
74,33794,475,0,2,0.41
31,41615,656,30,4,0.28
31,31107,677,32,2,0.13
30,97135,615,4,0,0.26
24,57904,374,17,4,0.21
61,36742,398,35,2,0.49
72,131388,564,19,1,0.54
32,77067,382,23,2,0.19
36,65694,527,18,1,0.4
60,64162,430,27,0,0.2
64,30363,309,29,1,0.52
61,79195,844,38,3,0.49
52,48560,543,14,4,0.39
34,92533,525,8,1,0.26
52,82422,527,38,4,0.59
36,58073,544,30,1,0.42
37,56055,743,0,0,0.47
53,137237,760,12,2,0.54
52,30686,681,35,1,0.51
49,44949,491,1,0,0.51
65,105690,821,36,1,0.23
61,125817,457,34,3,0.26
57,55885,555,36,4,0.3
41,42206,846,10,1,0.56
34,42636,805,17,0,0.13
24,29225,466,19,0,0.23
60,162897,321,1,2,0.32
67,55601,366,23,4,0.46
18,75541,316,15,2,0.18
52,75925,554,22,4,0.35
49,125733,487,37,4,0.27
53,48551,627,28,1,0.21
30,50292,679,29,2,0.13
23,90713,645,3,2,0.51
31,24405,539,28,2,0.44
54,126141,772,26,0,0.24
65,142780,606,32,3,0.29
32,67703,475,17,1,0.37
64,37463,612,5,2,0.26
21,91726,843,31,4,0.19
57,54419,634,30,4,0.21
33,64286,678,11,1,0.53
45,66785,839,22,0,0.34
33,43080,632,28,2,0.34
21,71227,439,2,3,0.29
62,28806,584,32,0,0.46
43,19972,642,38,1,0.51
45,71839,568,27,2,0.46
49,100893,485,17,1,0.34
62,46315,409,21,1,0.2
19,45032,334,19,1,0.37
48,82765,521,15,1,0.46
20,59257,813,6,3,0.31
71,45114,398,3,1,0.6
25,69747,309,37,4,0.57
41,60065,508,33,1,0.57
32,32059,337,35,3,0.4
60,56703,393,17,1,0.38
48,65609,532,32,2,0.37
26,45848,462,0,0,0.33
56,95118,541,24,3,0.18
62,76241,397,13,2,0.54
19,52128,682,10,3,0.51
25,64011,588,7,0,0.47
24,49601,440,15,4,0.44
73,53522,502,38,0,0.33
61,54515,787,36,4,0.6
68,24709,703,30,1,0.32
56,60700,716,17,2,0.23
59,70204,605,6,3,0.27
74,204996,436,3,4,0.46
33,74603,429,31,3,0.25
52,43197,415,30,0,0.43
47,26359,437,9,1,0.46
27,35307,714,29,0,0.55
55,46646,460,34,4,0.33
35,47064,547,30,2,0.34
67,53171,433,30,4,0.13
22,48964,825,32,4,0.19
70,53345,570,4,0,0.23
46,48477,524,9,4,0.57
56,60428,420,22,2,0.42
51,38112,762,6,1,0.55
60,31908,539,27,0,0.26
62,53155,320,20,4,0.26
40,74382,747,30,3,0.35
22,34217,628,26,1,0.43
47,44922,747,28,0,0.17
23,55655,554,9,2,0.19
73,54987,461,7,2,0.5
63,87240,602,8,1,0.53
61,95790,487,10,2,0.1
21,66903,329,21,0,0.45
46,109612,735,39,0,0.28
40,49785,614,25,0,0.27
23,91135,687,36,4,0.38
49,44068,779,39,2,0.48
59,69425,434,1,4,0.56
35,82624,337,18,2,0.11
32,61578,587,15,2,0.23
57,36956,368,3,2,0.29
49,25944,366,37,3,0.14
26,79098,491,6,4,0.12
54,52233,419,13,1,0.6
27,54097,700,11,4,0.42
37,126760,699,20,2,0.23
23,37305,822,33,1,0.29
65,86697,313,20,1,0.45
73,41404,845,35,1,0.17
20,54794,768,39,3,0.31
59,34788,453,6,0,0.53
28,41260,469,20,2,0.24
60,73616,685,9,2,0.19
34,114347,605,20,4,0.54
49,73994,617,15,1,0.58
21,69767,653,24,3,0.54
21,214172,510,12,1,0.56
34,79243,754,26,4,0.3
58,37541,491,36,0,0.33
36,25805,634,7,2,0.41
22,72372,366,29,1,0.13
49,29635,411,30,2,0.44
39,36289,406,6,4,0.37
73,69678,325,29,0,0.57
23,100706,365,17,3,0.37
52,51904,713,22,0,0.6
39,32758,799,37,3,0.58
18,55646,300,29,1,0.3
37,52258,758,29,0,0.12
39,63503,668,7,1,0.5
65,32818,441,11,0,0.53
72,39396,313,9,1,0.38
28,99885,767,6,4,0.47
30,87607,830,38,4,0.34
59,107156,709,16,3,0.42
20,23736,449,31,0,0.36
